nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00113269,"Safety/Efficacy of Induction Agents With Tacrolimus, MMF, and Rapid Steroid Withdrawal in Renal Transplant Recipients",Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,4,United States,True,basiliximab; rabbit anti-thymocyte globulin; tacrolimus; alemtuzumab; mycophenolate mofetil; steroids; ,,2011-06-07,501.0,4,True,False,False
NCT00125320,Response to RSD1235 Compared to Placebo in Subjects With Atrial Arrhythmia After Heart Surgery,Completed,Interventional,2007-02-01,Astellas Pharma Inc,Industry,"Astellas Pharma US, Inc. Cardiome Pharma",Industry Industry,3,Argentina Canada Denmark India Poland United States,True,RSD1235; ,,,190.0,3,True,False,True
NCT00129311,Usefulness of Selegiline as an Aid to Quit Smoking - 1,Completed,Interventional,2012-12-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Selegiline; Placebo; ,,2014-06-16,101.0,2,True,False,False
NCT00141882,Memantine in Patients With Chronic Glaucoma,Completed,Interventional,2006-01-01,Allergan,Industry,,,3,,True,memantine; ,,,1119.0,3,True,True,False
NCT00142909,Effectiveness of Lofexidine to Prevent Stress-Related Opiate Relapse During Naltrexone Treatment - 1,Completed,Interventional,2009-01-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Lofexidine; Placebo; ,,2012-11-01,86.0,2,True,False,False
NCT00157014,Canadian Cardiology de Novo Study: A Comparison Between Tacrolimus- and Cyclosporine- Based Immunoprophylactic Regimens,Completed,Interventional,2008-07-01,Astellas Pharma Inc,Industry,"Astellas Pharma Canada, Inc.",Industry,3,Canada United States,True,Tacrolimus; Cyclosporine; Mycophenolate mofetil; Methylprednisolone; Prednisone; ,,2010-10-28,111.0,3,True,False,False
NCT00168298,A Study of the Safety and Efficacy of a New Treatment for Macular Edema Resulting From Retinal Vein Occlusion,Completed,Interventional,2008-03-01,Allergan,Industry,,,3,"Brazil Canada Colombia Hong Kong India Italy Korea, Republic of New Zealand Poland Singapore Spain United Kingdom United States",True,700 µg Dexamethasone; 350 µg Dexamethasone; ,,2009-07-15,668.0,3,True,False,False
NCT00168324,A Study of the Safety and Efficacy of a New Treatment for Macular Edema Resulting From Retinal Vein Occlusion,Completed,Interventional,2008-03-01,Allergan,Industry,,,3,Australia Austria Canada Czech Republic France Germany Israel Mexico Philippines Portugal South Africa Taiwan United States,True,700 µg Dexamethasone; 350 µg Dexamethasone; ,,2009-07-15,599.0,3,True,False,False
NCT00168337,A Study of the Safety and Efficacy of a New Treatment for Diabetic Macular Edema,Completed,Interventional,2012-05-01,Allergan,Industry,,,3,"Brazil Canada Colombia France Hungary India Italy Korea, Republic of New Zealand Poland Singapore Taiwan United Kingdom United States",True,Dexamethasone; ,,2014-07-10,554.0,3,True,False,False
NCT00168350,Memantine in Patients With Chronic Glaucoma,Completed,Interventional,2006-09-01,Allergan,Industry,,,3,,True,memantine; ,,,1179.0,3,True,True,False
NCT00168363,Safety and Efficacy of Brimonidine in Patients With Glaucoma or Ocular Hypertension,Completed,Interventional,2006-08-01,Allergan,Industry,,,3,,True,brimonidine; ,,,207.0,3,True,False,True
NCT00168389,A Study of the Safety and Efficacy of a New Treatment for Diabetic Macular Edema,Completed,Interventional,2012-06-01,Allergan,Industry,,,3,Australia Canada Czech Republic Germany Israel Philippines Portugal South Africa Spain United States,True,Dexamethasone; ,,2014-07-10,494.0,3,True,False,False
NCT00168454,A Research Study for Patients With Overactive Bladder,Completed,Interventional,2008-01-01,Allergan,Industry,,,2,Belgium Canada Germany Poland United Kingdom United States,True,Placebo; ,,2009-09-02,313.0,2,True,False,False
NCT00189709,Micafungin Versus Fluconazole in the Treatment of Invasive Candidiasis and Candidemia,Completed,Interventional,2006-07-01,Astellas Pharma Inc,Industry,"Astellas Pharma Taiwan, Inc.",Industry,3,Taiwan,True,Micafungin; fluconazole; ,,,24.0,3,True,True,False
NCT00189826,A Study to Evaluate the Safety and Efficacy of FK506E (MR4) in Patients Undergoing Primary Liver Transplantation.,Completed,Interventional,2006-12-01,Astellas Pharma Inc,Industry,,,3,Australia Belgium Brazil Canada Czech Republic Finland France Germany Ireland Italy Norway Poland Spain Sweden Switzerland United Kingdom,True,tacrolimus; ,,,475.0,3,True,True,False
NCT00189839,A Study to Evaluate the Safety and Efficacy of FK506E (MR4) in Patients Undergoing Primary Kidney Transplantation,Completed,Interventional,2006-12-01,Astellas Pharma Inc,Industry,,,3,Argentina Australia Austria Belgium Brazil Canada Czech Republic Finland France Germany Greece Hungary Ireland Italy Mexico Netherlands Norway Poland South Africa Spain Sweden Switzerland United Kingdom,True,tacrolimus; ,,,699.0,3,True,True,False
NCT00224289,Effect of Age on Latanoprost 0.005% in Patients With Glaucoma,Completed,Interventional,2009-04-01,Yale University,Other,Pfizer,Industry,4,United States,True,Latanoprost 0.005%; ,,2012-11-09,17.0,4,True,False,False
NCT00237874,Aripiprazole Treatment of Prodromal Patients,Completed,Interventional,2007-02-01,Yale University,Other,Bristol-Myers Squibb,Industry,2/3,United States,True,Aripiprazole; ,,,15.0,2,True,True,False
NCT00243542,"Phase IV Study to Gather More Information About the Safety of ACZONE Gel, 5% in Treating Subjects With Acne Who Have G6PD Deficiency",Completed,Interventional,2006-10-01,Allergan,Industry,,,4,United States,True,"ACZONE Gel, 5%; Vehicle; ",,,64.0,4,True,False,True
NCT00243711,A Multi-Center Randomized Study to Evaluate the Efficacy and Safety of an Investigational Lubricant Eye Drop,Completed,Interventional,2006-04-01,Allergan,Industry,,,2/3,United States,True,Carboxymethylcellulose sodium and Glycerin; ,,,286.0,2,True,True,False
NCT00249782,"A Phase II, Randomized Study of ACZONE™ (Dapsone) Gel, 5% for Papulopustular Rosacea.",Completed,Interventional,2006-05-01,Allergan,Industry,,,2,United States,True,"Vehicle control, 2x/day; ACZONE (dapsone) Gel, 5%, 2x/day; ACZONE (dapsone) Gel, 5%, 1x/day; MetroGel® (metronidazole gel), 1.0% 1x/day; ACZONE (dapsone) Gel, 5%, 1x/day (AM) + MetroGel (metronidazole gel), 1.0%, 1x/day (PM); ",,,400.0,2,True,True,False
NCT00272285,"A Study of Ramosetron Plus DX, Dexamethasone, Compared to Granisetron Plus DX for the Prevention of Vomiting and Nausea",Completed,Interventional,2007-12-01,Astellas Pharma Inc,Industry,"Astellas Pharma Taiwan, Inc.",Industry,3,Taiwan,True,Ramosetron; Granisetron; ,,,287.0,3,True,True,False
NCT00281554,Study of RSD1235 to Evaluate Safety in Patients With Atrial Fibrillation,Completed,Interventional,2007-01-01,Astellas Pharma Inc,Industry,Cardiome Pharma,Industry,3,Argentina Canada Denmark South Africa Sweden United States,True,RSD1235; ,,,254.0,3,True,False,True
NCT00282243,A Study to Assess the Pharmacokinetics of a Modified-release Tacrolimus Based Immunosuppression Regimen in Stable Liver Transplant Patients,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,2,United States,True,tacrolimus modified release (MR); tacrolimus; ,,2013-08-01,70.0,2,True,False,False
NCT00282256,A Study of a Modified-Release Tacrolimus Based Immunosuppression Regimen in Stable Pediatric Liver Transplant Patients,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,2,United States,True,tacrolimus modified release (MR); tacrolimus; ,,2013-08-12,19.0,2,True,False,False
NCT00282568,A Study to Assess the Pharmacokinetics of a Modified-release Tacrolimus Based Immunosuppression Regimen in Stable Kidney Transplant Patients,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,2,Canada United States,True,Tacrolimus Modified Release (MR); tacrolimus; ,,2013-07-25,70.0,2,True,False,False
NCT00283946,"A Double-blind, Group-comparison Study Using Zolpidem (Myslee) as a Comparative Drug in Patients With Insomnia",Completed,Interventional,2007-11-01,Astellas Pharma Inc,Industry,,,3,Japan,True,Zolpidem MR; Zolpidem; ,,,876.0,3,True,True,False
NCT00284518,Safety and Efficacy Study of Botulinum Toxin Type A to Treat Lower Urinary Symptoms Due to Benign Prostatic Hyperplasia,Completed,Interventional,2009-05-01,Allergan,Industry,,,2,"Australia Austria Canada Czech Republic France Germany Italy Korea, Republic of Slovakia Taiwan United Kingdom",True,normal saline; ,,2012-11-16,380.0,2,True,False,False
NCT00291213,Levetiracetam Treatment of Tardive Dyskinesia,Completed,Interventional,2006-04-01,Yale University,Other,UCB Pharma,Industry,3,United States,True,levetiracetam; placebo; ,,,50.0,3,True,False,True
NCT00291226,Glycine vs Placebo for the Schizophrenia Prodrome,Completed,Interventional,2009-07-01,Yale University,Other,"Glytech, Inc National Alliance for Research on Schizophrenia and Depression",Industry Other,2/3,United States,True,Glycine; Placebo; ,,,8.0,2,True,False,True
NCT00293917,A Study to Assess the Long-Term Safety of Tacrolimus Cream in the Treatment of Psoriasis,Completed,Interventional,2007-08-01,Astellas Pharma Inc,Industry,"Astellas Pharma US, Inc.",Industry,3,Canada United States,True,Tacrolimus Cream; ,,,658.0,3,True,True,False
NCT00295594,Comparing Efficacy & Safety of Tacrolimus With/Without MMF or Monoclonal Anti-IL2R Antibody in Liver Transplantation.,Completed,Interventional,2007-06-01,Astellas Pharma Inc,Industry,,,3,Belgium Denmark Finland Germany Hungary Italy Poland Spain Sweden Switzerland United Kingdom,True,tacrolimus; ,,,627.0,3,True,True,False
NCT00295607,Comparing Efficacy and Safety of Tacrolimus With Steroids or Monoclonal Anti-IL2R Antibody in Hepatitis C Virus (HCV) Positive Liver Transplant Patients,Completed,Interventional,2008-06-01,Astellas Pharma Inc,Industry,,,2,Czech Republic France Germany Italy Poland Spain Sweden United Kingdom,True,"Tacrolimus; steroids, monoclonal anti-IL2R antibody; ",,,138.0,2,True,True,False
NCT00296309,Comparing Efficacy & Safety of Tacrolimus & MMF With/Without Induction in the Elderly Following Kidney Transplantation.,Completed,Interventional,2006-08-01,Astellas Pharma Inc,Industry,Astellas Pharma Europe B.V.,Industry,3,Belgium France Germany Netherlands Spain Switzerland United Kingdom,True,Tacrolimus; ,,,267.0,3,True,True,False
NCT00296348,Comparing Efficacy and Safety of Steroid Withdrawal With Tacrolimus and MMF With Induction in Children After Kidney Transplantation,Completed,Interventional,2008-02-01,Astellas Pharma Inc,Industry,,,3,Belgium Czech Republic France Germany Hungary Israel Italy Poland Romania South Africa Sweden Taiwan Turkey United Kingdom,True,tacrolimus; mycophenolate mofetil; daclizumab; steroids; ,,,198.0,3,True,True,False
NCT00296361,To Compare the Efficacy and Safety of a Therapy of Tacrolimus With Sirolimus or MMF in Kidney Transplantation.,Completed,Interventional,2006-07-01,Astellas Pharma Inc,Industry,,,3,Australia Austria Belgium Czech Republic France Germany Hungary Italy Netherlands Poland Romania Spain Sweden United Kingdom,True,Tacrolimus; ,,,634.0,3,True,True,False
NCT00300443,Safety and Efficacy Study of Bimatoprost in Patients With Glaucoma or Ocular Hypertension,Completed,Interventional,2007-06-01,Allergan,Industry,,,2/3,United States,True,bimatoprost; ,,,561.0,2,True,False,True
NCT00309088,FK506 Phase 3 Study: a Study for Steroid Non-resistant Myasthenia Gravis (MG) Patients,Completed,Interventional,2008-06-01,Astellas Pharma Inc,Industry,,,3,Japan,True,tacrolimus; placebo; ,,,80.0,3,True,False,True
NCT00309101,"An Open Study for Steroid Resistant, Non-Thymectomized MG Patients",Completed,Interventional,2009-02-01,Astellas Pharma Inc,Industry,,,3,Japan,True,tacrolimus; ,,,11.0,3,True,True,False
NCT00309452,Specialized Treatment Early in Psychosis (STEP),Completed,Interventional,2013-08-01,Yale University,Other,,,,United States,True,Medications; ,,,120.0,5,True,False,True
NCT00319917,A Double Blind Placebo Controlled Study to Assess the Efficacy on Joint Damage in RA Patients,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,4,Japan,True,tacrolimus; placebo; ,,,123.0,4,True,True,False
NCT00321074,Tacrolimus and Daclizumab Versus Tacrolimus and Steroids in Liver Recipients Receiving Sub-optimal Grafts,Completed,Interventional,2007-10-01,Astellas Pharma Inc,Industry,,,3,Italy,True,TACROLIMUS; ,,,101.0,3,True,True,False
NCT00321113,Comparison of Two Tacrolimus Based Immunosuppressive Regimens in Recipients Receiving Marginal Donor Kidneys,Completed,Interventional,2008-03-01,Astellas Pharma Inc,Industry,,,3,Italy,True,tacrolimus; mycophenolate mofetil; steroids; ,,,142.0,3,True,True,False
NCT00328588,LUCY: A Study for the Treatment of Non-Small Cell Lung Cancer (NSCLC) in Patients Previously Treated With Chemotherapy,Completed,Interventional,2007-03-01,Astellas Pharma Inc,Industry,,,2,Czech Republic Germany Netherlands,True,YM155; ,,,37.0,2,True,True,False
NCT00333112,A Study to Evaluate Solifenacin Succinate in Combination With Tamsulosin for the Treatment of Residual Overactive Bladder Symptoms (OAB) in Men.,Completed,Interventional,2007-01-01,Astellas Pharma Inc,Industry,,,4,United States,True,solifenacin succinate; tamsulosin; placebo; ,,,398.0,4,True,True,False
NCT00333814,A Study of the Safety and Efficacy of a New Treatment for Non-Infectious Intermediate or Posterior Uveitis,Completed,Interventional,2008-12-01,Allergan,Industry,,,2/3,"Australia Austria Brazil Canada Czech Republic France Germany Greece India Israel Korea, Republic of Poland Portugal South Africa Spain Switzerland United Kingdom United States",True,Dexamethasone; dexamethasone; Sham injection; ,,2010-10-12,229.0,2,True,False,False
NCT00337090,A Study of YM178 in Patients With Symptomatic Overactive Bladder (DRAGON),Completed,Interventional,2007-03-01,Astellas Pharma Inc,Industry,Astellas Pharma Europe B.V.,Industry,2,Belgium Czech Republic Denmark France Germany Greece Hungary Italy Netherlands Norway Poland Russian Federation Spain Sweden United Kingdom,True,YM178; ,,,1108.0,2,True,True,False
NCT00337558,A Study of Solifenacin With Bladder Training Versus Solifenacin Alone in Patients With Overactive Bladder (SOLAR),Completed,Interventional,2007-05-01,Astellas Pharma Inc,Industry,Astellas Pharma Europe B.V.,Industry,4,Australia Belgium Czech Republic France Hungary Italy Netherlands Poland Russian Federation Spain Turkey,True,Solifenacin succinate; ,,,643.0,4,True,True,False
NCT00337987,A Pilot Study to Determine the Safety of the Combination of Ontak in Combination With CHOP in Peripheral T-Cell Lymphoma,Completed,Interventional,2007-12-01,Yale University,Other,Eisai Inc.,Industry,2,United States,True,"Ontak; CHOP (cyclophosphamide (C), adriamycin (H), vincristine (O), and prednisone (P)) chemotherapy; ",,2015-01-28,49.0,2,True,False,False
NCT00347048,Tacrolimus (FK506) Study in Moderate to Severe Refractory Ulcerative Colitis Patients,Completed,Interventional,2008-04-01,Astellas Pharma Inc,Industry,,,3,Japan,True,tacrolimus; Placebo; ,,,62.0,3,True,True,False
NCT00353678,Factor Xa Inhibitor YM150 for the Prevention of Blood Clot Formation in Veins After Scheduled Hip Replacement (ONYX-2),Completed,Interventional,2007-08-01,Astellas Pharma Inc,Industry,Astellas Pharma Europe B.V.,Industry,2,Austria Bosnia and Herzegovina Czech Republic Denmark Finland Germany Greece Italy Latvia Lithuania Norway Poland Russian Federation Serbia Slovakia Spain Sweden,True,YM150; ,,,1141.0,2,True,False,True
NCT00367991,Effects of Recombinant Human Erythropoietin on Platelet Function in Patients With Acute Myocardial Infarction,Completed,Interventional,2008-03-01,Yale University,Other,American Heart Association,Other,2,United States,True,Recombinant human erythropoietin alfa (drug); Placebo; ,,2011-08-09,44.0,2,True,False,False
NCT00368706,"A Double-Blind, Paralleled Study Comparing Efficacy/Safety of Solifenacin to Tolterodine in Overactive Bladder Patients",Completed,Interventional,2008-03-01,Astellas Pharma Inc,Industry,,,3,China,True,solifenacin succinate; tolterodine; ,,,246.0,3,True,True,False
NCT00374244,Efficacy of Pimozide Augmentation for Clozapine Partial Response,Completed,Interventional,2011-06-01,Yale University,Other,Stanley Medical Research Institute,Other,2,United States,True,Pimozide; placebo; ,,2013-01-10,28.0,2,True,False,False
NCT00374777,"A Double-blind, Group-comparison P-III Study With Zolpidem MR Using Placebo and Nitrazepam in Insomnia Patients",Completed,Interventional,2008-05-01,Astellas Pharma Inc,Industry,,,3,Japan,True,zolpidem MR; nitrazepam; placebo; ,,,450.0,3,True,True,False
NCT00378508,Anti-CD3 mAb Treatment of Recent Onset Type 1 Diabetes,Completed,Interventional,2011-08-01,Yale University,Other,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Juvenile Diabetes Research Foundation,NIH Other,2,United States,True,"mAb hOKT3gamma1(Ala-Ala), Teplizumab; Placebo Arm; ",,2012-09-04,63.0,2,True,False,False
NCT00378690,A Phase IIIb Study of Intermittent Versus Continuous Hormone Deprivation Treatment With ELIGARD,Completed,Interventional,2011-06-01,Astellas Pharma Inc,Industry,,,3,Belgium Czech Republic Finland France Germany Hungary Italy Russian Federation Slovakia Spain,True,leuprorelin acetate; ,,,706.0,3,True,False,True
NCT00379067,A Phase 4 Study With Tamsulosin OCAS to Assess Nighttime Voiding.,Completed,Interventional,2006-11-01,Astellas Pharma Inc,Industry,Astellas Pharma Europe Ltd. Boehringer Ingelheim,Industry Industry,4,,True,Tamsulosin OCAS; Placebo; ,,,882.0,4,True,True,False
NCT00381719,Safety and Efficacy of AGN 203818 in Patients With Painful Diabetic Peripheral Neuropathy,Completed,Interventional,2007-11-01,Allergan,Industry,,,2,United States,True,AGN 203818; AGN 203818; AGN 203818; placebo capsule; ,,,330.0,2,True,True,False
NCT00384137,A Conversion Study to Assess Safety and Efficacy of a MR4 Based Immunosuppressive Regimen in Stable Kidney Recipients,Completed,Interventional,2007-07-01,Astellas Pharma Inc,Industry,,,3,France Germany Netherlands Poland Spain United Kingdom,True,Tacrolimus; ,,,128.0,3,True,True,False
NCT00384202,A Conversion Study to Assess Safety and Efficacy of a MR4 Based Immunosuppressive Regimen in Stable Liver Recipients,Completed,Interventional,2007-11-01,Astellas Pharma Inc,Industry,,,3,France Germany Ireland Poland Spain United Kingdom,True,Tacrolimus; ,,,112.0,3,True,True,False
NCT00402714,"A Trial of Extracorporeal Photopheresis, Pentostatin, and Total Body Irradiation in Patients Undergoing Reduced Intensity Allogeneic Stem Cell Transplantation for the Treatment of Malignancies",Completed,Interventional,2009-07-01,Yale University,Other,"Hospira, Inc.",Industry,2,United States,True,Pentostatin; Pentostatin; ,,,19.0,2,True,True,False
NCT00408239,Factor Xa Inhibitor for Prevention of Venous Thromboembolism in Patients Undergoing Elective Total Knee Replacement,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,2,"Indonesia Japan Korea, Republic of Malaysia Philippines Singapore Taiwan Thailand",True,YM150; enoxaparin; ,,,367.0,2,True,True,False
NCT00410514,A Study of Mirabegron (YM178) in Men With Lower Urinary Tract Symptoms (LUTS) and Bladder Outlet Obstruction (BOO),Completed,Interventional,2008-08-01,Astellas Pharma Inc,Industry,,,2,Canada United States,True,Mirabegron; Placebo; ,,2012-08-02,200.0,2,True,False,False
NCT00411788,A Phase II Study of Rapamycin and Trastuzumab for Patients With HER-2 Receptor Positive Metastatic Breast Cancer,Completed,Interventional,2010-05-01,Yale University,Other,"Genentech, Inc.",Industry,2,United States,True,Rapamycin; Trastuzumab; ,,2016-06-17,11.0,2,True,False,False
NCT00412893,Isavuconazole (BAL8557) for Primary Treatment of Invasive Aspergillosis,Completed,Interventional,2013-03-01,Astellas Pharma Inc,Industry,Basilea Pharmaceutica International Ltd,Industry,3,"Argentina Australia Belgium Brazil Canada Chile China Egypt France Germany Hungary India Israel Italy Korea, Republic of Malaysia Mexico Netherlands New Zealand Poland Russian Federation Spain Switzerland Thailand Turkey United States",True,Isavuconazole; Voriconazole; ,,2015-03-19,527.0,3,True,False,False
NCT00413335,Effects of Rosiglitazone on the Metabolic Phenotype of Impaired Glucose Tolerance in Youth,Completed,Interventional,2008-09-01,Yale University,Other,,,,United States,True,Rosiglitazone; Placebo; ,,2012-11-07,21.0,5,True,False,False
NCT00413439,"Safety, Efficacy and Pharmacokinetics of an Antifungal in Patients Undergoing Chemotherapy",Completed,Interventional,2007-06-01,Astellas Pharma Inc,Industry,Basilea Pharmaceutica,Industry,2/3,Germany,True,Isavuconazole; ,,,18.0,2,True,False,True
NCT00414167,"Craving, Binge Eating and Obesity",Completed,Interventional,2011-03-01,Yale University,Other,,,2/3,United States,True,bupropion; ,,2012-10-22,61.0,2,True,False,False
NCT00417612,Effectiveness of Paricalcitol in Reducing Parathyroid Hormone (PTH) Levels in X-linked Hypophosphatemic Rickets,Completed,Interventional,2012-08-01,Yale University,Other,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,3,United States,True,Paricalcitol; ,,2014-08-02,33.0,3,True,False,False
NCT00431041,Study to Compare the Safety and Efficacy of Solifenacin With Oxybutynin for the Treatment of Overactive Bladder (VECTOR),Completed,Interventional,2008-02-01,Astellas Pharma Inc,Industry,"Astellas Pharma Canada, Inc.",Industry,4,Canada,True,solifenacin; oxybutynin immediate release; ,,2009-10-05,132.0,4,True,False,False
NCT00432198,Zolpidem Postmarketing Study in Adolescent Patients With Insomnia,Completed,Interventional,2010-01-01,Astellas Pharma Inc,Industry,,,4,Japan,True,Zolpidem (Myslee®); placebo; ,,,122.0,4,True,True,False
NCT00440011,Bimatoprost 0.03% Versus Travoprost 0.004% in Patients Currently on Latanoprost 0.005%,Completed,Interventional,2007-10-01,Allergan,Industry,,,4,United States,True,bimatoprost 0.03% eye drops; travoprost 0.004% eye drops; ,,2008-09-25,266.0,4,True,False,False
NCT00440141,Brimonidine 0.1% Versus Brinzolamide 1% as Adjunctive Therapy to Latanoprost 0.005%,Completed,Interventional,2007-03-01,Allergan,Industry,,,4,United States,True,latanoprost 0.005% eye drops and brimonidine 0.1% eye drops; latanoprost 0.005% eye drops and brinzolamide 1.0% eye drops; ,,,40.0,4,True,False,True
NCT00448214,Direct Factor Xa Inhibitor YM150 for Prevention of Stroke in Subjects With Non-Valvular Atrial Fibrillation,Completed,Interventional,2008-10-01,Astellas Pharma Inc,Industry,,,2,"Australia Hong Kong Japan Korea, Republic of Malaysia New Zealand Singapore South Africa Taiwan Thailand",True,YM150; warfarin; ,,,448.0,2,True,True,False
NCT00454233,A Safety and Efficacy Study With YM543 in Type 2 Diabetes Mellitus Subjects,Completed,Interventional,2008-06-01,Astellas Pharma Inc,Industry,,,2,Russian Federation,True,YM543; Metformin; Placebo; ,,,97.0,2,True,True,False
NCT00457795,24-hour IOP-lowering Effect of Brimonidine 0.1%,Completed,Interventional,2009-02-01,Allergan,Industry,,,4,United States,True,brimonidine 0.1% (Alphagan® P); ,,2011-10-18,15.0,4,True,False,False
NCT00459719,A Study to Compare the Efficacy and Safety of FK506MR vs Prograf® in Patients Undergoing Liver Transplantation,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,3,China,True,Tacrolimus modified-release; Prograf; ,,,42.0,3,True,True,False
NCT00461851,"Trial of Gemcitabine, Carboplatin, and Sorafenib in Chemotherapy-naive Patients With Advanced/Metastatic Bladder Carcinoma",Completed,Interventional,2013-08-01,Yale University,Other,Bayer,Industry,2,United States,True,Gemcitabine; Carboplatin; Sorafenib; ,,,30.0,2,True,True,False
NCT00464438,A Study to Evaluate the Safety and Efficacy of Gatifloxacin for the Treatment of Bacterial Conjunctivitis,Completed,Interventional,2008-09-01,Allergan,Industry,,,4,Canada United States,True,gatifloxacin; moxifloxacin 0.5% eye drops; ,,2010-06-15,171.0,4,True,False,False
NCT00464685,Safety and Efficacy of a New Treatment in Combination With Laser for Diabetic Macular Edema,Completed,Interventional,2010-02-01,Allergan,Industry,,,2,Canada United States,True,Dexamethasone; Sham injection; ,,2014-07-10,253.0,2,True,False,False
NCT00481481,Conversion Study From Cyclosporine to FK506MR Based Immunosuppression in Kidney Transplant Subjects,Completed,Interventional,2009-04-01,Astellas Pharma Inc,Industry,,,3,Austria Belgium Czech Republic Denmark Finland France Germany Hungary Italy Poland Spain Sweden Switzerland,True,tacrolimus; ,,,346.0,3,True,False,True
NCT00481819,A Study to Compare the Efficacy and Safety of FK506MR vs Prograf® in Patients Undergoing Kidney Transplantation,Completed,Interventional,2009-03-01,Astellas Pharma Inc,Industry,,,3,China,True,FK506MR; Prograf; Mycophenolate Mofetil; Methylprednisolone; Prednisolone; ,,,240.0,3,True,True,False
NCT00486330,Pharmacokinetic Interactions Between Buprenorphine and Tipranavir/Ritonavir,Completed,Interventional,2007-05-01,Yale University,Other,Boehringer Ingelheim,Industry,,United States,True,"Buprenorphine, Tipranavir and ritonavir; ",,2010-02-25,12.0,5,True,False,False
NCT00487682,Dose-finding Study of ASP2151 in Subjects With Herpes Zoster,Completed,Interventional,2008-09-01,Astellas Pharma Inc,Industry,,,2,Japan,True,ASP2151; Valacyclovir hydrochloride; ,,,403.0,2,True,True,False
NCT00493324,Study to Evaluate the Immune Response to Pneumococcal Vaccine in Alefacept-treated Adults With Chronic Plaque Psoriasis,Completed,Interventional,2008-07-01,Astellas Pharma Inc,Industry,,,4,Canada United States,True,alefacept; polyvalent pneumococcal vaccine; ,,,43.0,4,True,True,False
