nct_id,title,overall_status,study_type,completion_date,lead_sponsor,lead_sponsor_class,collaborator,collaborator_class,phase,locations,has_drug_intervention,drugs,disposition_date,results_date,enrollment,phase_normalised,is_completed,is_overdue,pubmed_results
NCT00045916,Optimizing Electroconvulsive Therapy for Depression,Completed,Interventional,2006-12-01,New York State Psychiatric Institute,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Nortriptyline; Venlafaxine; Lithium; ,,,340.0,4,True,False,True
NCT00047671,Ethnic Variations in Antidepressant Response,Completed,Interventional,2006-11-01,National Institute of Mental Health (NIMH),NIH,,,4,United States,True,Citalopram; ,,,400.0,4,True,False,True
NCT00056472,Study of Pharmacotherapy of Psychotic Depression,Completed,Interventional,2008-06-01,Weill Medical College of Cornell University,Other,National Institute of Mental Health (NIMH),NIH,3,Canada United States,True,Olanzapine; Sertraline; ,,2009-06-16,259.0,3,True,False,False
NCT00057642,Improving Retention of Hispanics Receiving Antidepressant Therapy,Completed,Interventional,2006-08-01,New York State Psychiatric Institute,Other,National Institute of Mental Health (NIMH),NIH,,United States,True,Sertraline; Venlafaxine Extended Release; ,,,50.0,5,True,False,True
NCT00061113,Substance Dependent Teens - Impact of Treating Depression Study 1 - 1,Completed,Interventional,2006-08-01,National Institute on Drug Abuse (NIDA),NIH,,,4,United States,True,Fluoxetine + outpatient cognitive behavioral therapy; fluoxetine; placebo + CBT; ,,,126.0,4,True,True,False
NCT00062738,Treatment of Depression in Parkinson's Disease Trial,Completed,Interventional,2009-01-01,"Rutgers, The State University of New Jersey",Other,GlaxoSmithKline,Industry,2,United States,True,paroxetine; Nortriptyline; ,,2012-12-05,52.0,2,True,False,False
NCT00063323,Maintenance Treatment for Abstinent Smokers,Completed,Interventional,2006-07-01,National Institute on Drug Abuse (NIDA),NIH,"Research Foundation for Mental Hygiene, Inc.",Other,3,United States,True,Bupropion; ,,,589.0,3,True,True,False
NCT00066937,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Completed,Interventional,2008-06-01,Johns Hopkins University,Other,National Institute of Dental and Craniofacial Research (NIDCR),NIH,2,United States,True,nortriptyline; Nortriptyline; ,,,214.0,2,True,True,False
NCT00067301,PUFA Augmentation in Treatment of Major Depression,Completed,Interventional,2007-04-01,National Center for Complementary and Integrative Health (NCCIH),NIH,,,3,United States,True,Polyunsaturated Fatty Acids (PUFA); Citalopram; ,,,60.0,3,True,True,False
NCT00073697,Treatment of Depression in Adults,Completed,Interventional,2007-10-01,University of Pittsburgh,Other,National Institute of Mental Health (NIMH),NIH,4,Italy United States,True,Escitalopram; ,,,290.0,4,True,True,False
NCT00074802,Adding Cognitive Behavioral Therapy to Drug Treatment for Social Anxiety Disorder,Completed,Interventional,2008-05-01,Temple University,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Paroxetine; ,,,153.0,3,True,True,False
NCT00078286,Antidepressant Medication Treatment for Depression in Individuals With Chronic Heart Failure,Completed,Interventional,2008-03-01,Duke University,Other,National Institute of Mental Health (NIMH),NIH,2/3,United States,True,Sertraline; Placebo; ,,2009-05-11,469.0,2,True,False,False
NCT00078754,A Comparison of Fluoxetine and Divalproex for the Treatment of Intermittent Explosive Disorder,Completed,Interventional,2008-10-01,University of Chicago,Other,National Institute of Mental Health (NIMH),NIH,2,United States,True,Fluoxetine; Divalproex; Placebo; ,,2014-02-19,90.0,2,True,False,False
NCT00084669,Venlafaxine With or Without Zolpidem in Treating Hot Flashes and Associated Sleep Disorders in Women With Breast Cancer OR at High Risk for Developing Breast Cancer,Completed,Interventional,2007-10-01,Massachusetts General Hospital,Other,,,,United States,True,venlafaxine; zolpidem tartrate; ,,,119.0,5,True,True,False
NCT00086190,Study of Antidepressants in Parkinson's Disease,Completed,Interventional,2009-11-01,University of Rochester,Other,National Institute of Neurological Disorders and Stroke (NINDS),NIH,3,Canada Puerto Rico United States,True,paroxetine; venlafaxine; ,,2012-01-11,115.0,3,True,False,False
NCT00086307,Lexapro and Pramipexole and to Treat Major Depression,Completed,Interventional,2010-03-01,National Institute of Mental Health (NIMH),NIH,,,2,United States,True,Pramipexole; Escitalopram; ,,2012-06-07,39.0,2,True,False,False
NCT00086411,Comparing Smoking Treatment Programs for Lighter Smokers - 1,Completed,Interventional,2008-04-01,Peter Gariti,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,nicotine transdermal system; bupropion; placebo patch; placebo bupropion; ,,2013-06-24,260.0,2,True,False,False
NCT00101452,Safety and Effectiveness of S-adenosyl-l-methionine (SAMe) for the Treatment of Major Depression,Completed,Interventional,2010-06-01,"Maurizio Fava, MD",Other,National Center for Complementary and Integrative Health (NCCIH),NIH,,United States,True,S-adenosyl-l-methionine; Escitalopram; Placebo; ,,2012-06-13,199.0,5,True,False,False
NCT00105586,Drug Therapy for Generalized Anxiety Disorder Among the Elderly,Completed,Interventional,2008-01-01,National Institute of Mental Health (NIMH),NIH,,,4,United States,True,Escitalopram; ,,,177.0,4,True,False,True
NCT00105989,Duloxetine Versus Placebo in the Prevention of Recurrence of Major Depressive Disorder,Completed,Interventional,2008-01-01,Eli Lilly and Company,Industry,Boehringer Ingelheim,Industry,3,France Germany Italy Russian Federation Sweden United States,True,Duloxetine; placebo; ,,2009-01-23,514.0,3,True,False,False
NCT00107120,The Safety and Efficacy of Escitalopram in Pediatric Patients With Major Depressive Disorder,Completed,Interventional,2007-05-01,Forest Laboratories,Industry,,,3,United States,True,Escitalopram; Placebo; ,,2009-04-21,312.0,3,True,False,False
NCT00108979,Study of Escitalopram in Adult Patients With Major Depressive Disorder,Completed,Interventional,2006-07-01,Forest Laboratories,Industry,,,3,United States,True,Escitalopram; ,,,240.0,3,True,False,True
NCT00109044,Comparison of Escitalopram Combination in Adult Patients With Major Depressive Disorder,Completed,Interventional,2006-05-01,Forest Laboratories,Industry,,,3,United States,True,Escitalopram; ,,,540.0,3,True,True,False
NCT00114127,Duloxetine for Social Anxiety Disorder: Prediction of Long Term Outcome,Completed,Interventional,2008-11-01,Massachusetts General Hospital,Other,,,3,United States,True,Duloxetine; Duloxetine; Placebo; ,,2012-01-27,28.0,3,True,False,False
NCT00115804,Safety and Efficacy of Fluoxetine in Juvenile Fibromyalgia,Completed,Interventional,2011-02-01,University of Cincinnati,Other,,,3,United States,True,Fluoxetine; Fluoxetine; ,,2012-11-07,15.0,3,True,False,False
NCT00118417,Therapies for Treatment-Resistant Panic Disorder Symptoms,Completed,Interventional,2007-10-01,Massachusetts General Hospital,Other,National Institute of Mental Health (NIMH),NIH,2/3,United States,True,Clonazepam; Sertraline; ,,2009-06-05,46.0,2,True,False,False
NCT00124306,Efficacy of Amitriptyline for Painful Bladder Syndrome (PBS),Completed,Interventional,2008-04-01,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,University of Pennsylvania,Other,3,Canada United States,True,Amitriptyline; ,,,271.0,3,True,False,True
NCT00127673,Comparison of Two Treatments for Post-Traumatic Stress Disorder,Completed,Interventional,2011-08-01,Case Western Reserve University,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Sertraline; ,,,200.0,3,True,False,True
NCT00129311,Usefulness of Selegiline as an Aid to Quit Smoking - 1,Completed,Interventional,2012-12-01,Yale University,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Selegiline; Placebo; ,,2014-06-16,101.0,2,True,False,False
NCT00131456,Free Venlafaxine Treatment for Marijuana Addiction and Depression - 1,Completed,Interventional,2010-12-01,New York State Psychiatric Institute,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Venlafaxine; Placebo; ,,2013-04-18,123.0,2,True,False,False
NCT00133276,Prophylaxis of Psychiatric Symptoms During Anti-HCV Treatment,Completed,Interventional,2008-06-01,Foundation for Liver Research,Other,,,2/3,Netherlands,True,Escitalopram; ,,,80.0,2,True,True,False
NCT00135785,Effectiveness of Bupropion Combined With Behavioral Therapy for Treating Methamphetamine Dependence - 2,Completed,Interventional,2007-05-01,National Institute on Drug Abuse (NIDA),NIH,"University of California, Los Angeles",Other,2,United States,True,Bupropion; Placebo; ,,,73.0,2,True,True,False
NCT00136318,Escitalopram for the Prevention of PEGASYS-associated Depression in Hepatitis C Virus-infected Patients,Completed,Interventional,2008-09-01,"Charite University, Berlin, Germany",Other,,,3,Germany,True,Escitalopram; Placebo; Peginterferon alfa-2a; Ribavirin; ,,2012-10-25,208.0,3,True,False,False
NCT00136760,Contingent Incentives Plus Bupropion for Smoking in People With Schizophrenia,Completed,Interventional,2009-03-01,Brown University,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Bupropion; Contingent reinforcement plus placebo; non-contingent reinforcement plus bupropion; Non-contingent reinforcement plus placebo; ,,2012-11-16,57.0,2,True,False,False
NCT00142779,Fluoxetine to Reduce Cocaine Use in Cocaine and Opioid Addicts,Completed,Interventional,2006-01-01,National Institute on Drug Abuse (NIDA),NIH,,,,United States,True,Fluoxetine; ,,,220.0,5,True,True,False
NCT00142870,Effectiveness of Bupropion in Treating Marijuana Dependent Individuals,Completed,Interventional,2006-05-01,National Institute on Drug Abuse (NIDA),NIH,,,2,United States,True,Bupropion; ,,,30.0,2,True,True,False
NCT00146900,Prevention of Post Traumatic Stress Disorder by Early Treatment,Completed,Interventional,2008-01-01,Hadassah Medical Organization,Other,,,,Israel,True,Escitalopram; ,,,298.0,5,True,False,True
NCT00149110,Chronos: the Use of Chronobiological Treatment in Depression,Completed,Interventional,2009-03-01,"Hillerod Hospital, Denmark",Other,Eli Lilly and Company The County of Frederiksborg,Industry Other,,Denmark,True,duloxetine; duloxetine; ,,,75.0,5,True,False,True
NCT00149643,Effectiveness of Fluoxetine in Young People for the Treatment of Major Depression and Marijuana Dependence,Completed,Interventional,2009-08-01,University of Pittsburgh,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Fluoxetine; ,,2012-02-08,70.0,2,True,False,False
NCT00149799,Effectiveness of Escitalopram in the Treatment of Body Dysmorphic Disorder,Completed,Interventional,2013-03-01,Massachusetts General Hospital,Other,National Institute of Mental Health (NIMH) Rhode Island Hospital,NIH Other,3,United States,True,Escitalopram; Placebo; ,,2014-10-17,100.0,3,True,False,False
NCT00149825,Combining Antidepressant Medication and Psychotherapy for Insomnia to Improve Depression Outcome,Completed,Interventional,2007-08-01,Stanford University,Other,National Institute of Mental Health (NIMH),NIH,2,United States,True,Escitalopram; ,,2009-07-30,30.0,2,True,False,False
NCT00159965,Treatments for Psychogenic Nonepileptic Seizures (NES),Completed,Interventional,2008-06-01,Rhode Island Hospital,Other,National Institute of Neurological Disorders and Stroke (NINDS),NIH,4,United States,True,sertraline; placebo; ,,2010-08-11,38.0,4,True,False,False
NCT00164775,The Efficacy of Imipramine in Treatment of Refractory Functional Dyspepsia,Completed,Interventional,2010-08-01,Chinese University of Hong Kong,Other,,,3,Hong Kong,True,Imipramine; Placebo; ,,,107.0,3,True,True,False
NCT00166114,"Depression, Epinephrine, and Platelet Function",Completed,Interventional,2009-01-01,Emory University,Other,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,4,United States,True,Escitalopram; Desipramine; ,,2013-12-09,40.0,4,True,False,False
NCT00166296,Efficacy and Safety of Escitalopram for Prevention of Depression Induced by Peg-Interferon in Hepatitis C Patients,Completed,Interventional,2007-10-01,Germans Trias i Pujol Hospital,Other,Hoffmann-La Roche H. Lundbeck A/S,Industry Industry,2,Spain,True,Escitalopram; Placebo; ,,2011-02-08,133.0,2,True,False,False
NCT00177216,Characteristics of Sleep Patterns in Young Adults With and Without Insomnia,Completed,Interventional,2008-05-01,University of Pittsburgh,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Zolpidem; Escitalopram; Placebo; ,,2009-05-26,69.0,4,True,False,False
NCT00177294,Augmenting Antidepressant Treatment With Interpersonal Psychotherapy for Treating Late-life Depression,Completed,Interventional,2009-08-01,University of Pittsburgh,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Escitalopram; ,,2010-12-22,319.0,4,True,False,False
NCT00177671,Antidepressant Medication Plus Donepezil for Treating Late-life Depression,Completed,Interventional,2009-09-01,University of Pittsburgh,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Escitalopram; Donepezil; Venlafaxine; Placebo; Duloxetine; ,,2011-02-18,220.0,4,True,False,False
NCT00182078,A Study of Sertraline to Prevent PTSD,Completed,Interventional,2006-07-01,Massachusetts General Hospital,Other,,,4,United States,True,Placebo; Sertraline; ,,2012-06-12,26.0,4,True,False,False
NCT00183339,Early Intervention With Fluoxetine in Autism,Completed,Interventional,2008-02-01,"University of North Carolina, Chapel Hill",Other,National Institute of Mental Health (NIMH),NIH,2,United States,True,Fluoxetine; Placebo; ,,2013-09-10,18.0,2,True,False,False
NCT00185575,Duloxetine for the Treatment of Dysthymia,Completed,Interventional,2006-04-01,Stanford University,Other,Eli Lilly and Company,Industry,,United States,True,duloxetine; ,,,24.0,5,True,False,True
NCT00188396,Effect of the Menstrual Cycle on the Symptoms of Depression and Treatment Response,Completed,Interventional,2008-10-01,"University Health Network, Toronto",Other,Ontario Mental Health Foundation,Other,,Canada,True,Citalopram; ,,,44.0,5,True,True,False
NCT00190333,Serotonin Transporter Inhibitor Escitalopram in Pulmonary Hypertension,Completed,Interventional,2008-12-01,Assistance Publique - Hôpitaux de Paris,Other,,,3,France,True,escitalopram; ,,,30.0,3,True,True,False
NCT00194948,Treatment Choices for Improving Adherence and Outcome,Completed,Interventional,2007-04-01,Weill Medical College of Cornell University,Other,National Institute of Mental Health (NIMH),NIH,,United States,True,escitalopram; ,,,60.0,5,True,True,False
NCT00195598,Study Comparing Venlafaxine vs. Paroxetine in Panic Disorder,Completed,Interventional,2006-04-01,Wyeth is now a wholly owned subsidiary of Pfizer,Industry,,,3,Brazil,True,VENLAFAXINE; Paroxetine; ,,,70.0,3,True,True,False
NCT00206934,The Effects of Increased Central Serotonergic Activity on Information Processing,Completed,Interventional,2006-03-01,University of Copenhagen,Other,"Lundbeck Foundation Glostrup University Hospital, Copenhagen",Other Other,,Denmark,True,Escitalopram; escitaolpram; ,,,40.0,5,True,True,False
NCT00206999,The Effect of Imipramine on Early Information Processing,Completed,Interventional,2006-01-01,Birte Glenthoj,Other,"University of Copenhagen Glostrup University Hospital, Copenhagen The Danish Medical Research Council Lundbeck Foundation",Other Other Other Other,,Denmark,True,imipramine; ,,,20.0,5,True,True,False
NCT00208897,Does Fluoxetine Have an Effect on the CNS CRF Systems in Women Abused in Childhood?,Completed,Interventional,2007-11-01,Emory University,Other,Eli Lilly and Company,Industry,,United States,True,Fluoxetine; ,,,80.0,5,True,True,False
NCT00209170,Depression-Diabetes Mechanisms: Urban African Americans,Completed,Interventional,2008-05-01,Emory University,Other,National Institute of Mental Health (NIMH),NIH,4,United States,True,Escitalopram; Placebo; ,,2015-06-23,20.0,4,True,False,False
NCT00215137,Pilot Study to Evaluate Escitalopram in Obsessive-compulsive Disorder,Completed,Interventional,2009-01-01,Duke University,Other,Forest Laboratories,Industry,2,United States,True,escitalopram; Placebo ( sugar pill); ,,2013-04-15,14.0,2,True,False,False
NCT00215150,Geodon for the Treatment of Refractory Social Anxiety Disorder,Completed,Interventional,2008-12-01,Duke University,Other,Pfizer,Industry,2,United States,True,Ziprasidone; Sertraline; ,,2012-12-13,51.0,2,True,False,False
NCT00218439,Effect of Paroxetine on Smokers' Cardiovascular Response to Stress - 1,Completed,Interventional,2010-08-01,University of Minnesota - Clinical and Translational Science Institute,Other,National Institute on Drug Abuse (NIDA),NIH,,United States,True,Paroxetine; Placebo; ,,2013-10-29,105.0,5,True,False,False
NCT00219349,Cognitive-Behavioral Therapy and Escitalopram for Generalized Anxiety Disorder(GAD),Completed,Interventional,2008-07-01,New York State Psychiatric Institute,Other,Forest Laboratories,Industry,4,United States,True,escitalopram; ,,2012-02-29,25.0,4,True,False,False
NCT00224302,Treatment of MDEs During the Course of Psychotic Disorders With Duloxetine,Completed,Interventional,2007-11-01,"Central Institute of Mental Health, Mannheim",Other,,,4,Germany,True,Duloxetine; ,,,20.0,4,True,True,False
NCT00226694,Alcohol and Gender Effects on Stress Circuit Function,Completed,Interventional,2011-08-01,University of Cincinnati,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,,United States,True,Citalopram; ,,,96.0,5,True,True,False
NCT00232284,Treatment of Comorbid Depression and Substance Abuse in Young People,Completed,Interventional,2009-05-01,Dan Lubman,Other,,,2,Australia,True,sertraline; ,,,60.0,2,True,True,False
NCT00232700,Investigation of a Combination Treatment of Escitalopram and rTMS,Completed,Interventional,2008-12-01,"Charite University, Berlin, Germany",Other,H. Lundbeck A/S,Industry,,Germany,True,Escitalopram; ,,,42.0,5,True,True,False
NCT00233103,Treatment of Post-Traumatic Brain Injury (TBI) Depression,Completed,Interventional,2008-09-01,Icahn School of Medicine at Mount Sinai,Other,U.S. Department of Education,U.S. Fed,2,United States,True,Sertraline; Placebo; ,,2013-07-29,52.0,2,True,False,False
NCT00243477,MOTIV Study- Effect of Antidepressive Treatment by Escitalopram in Patients Undergoing Coronary Artery Bypass Grafting,Completed,Interventional,2011-02-01,Hopital Jean Minjoz,Other,H. Lundbeck A/S,Industry,4,France,True,Escitalopram; ,,,368.0,4,True,True,False
NCT00245557,Magnetic Resonance Imaging Study of Geriatric Depression,Completed,Interventional,2008-08-01,Mclean Hospital,Other,Pfizer National Alliance for Research on Schizophrenia and Depression,Industry Other,,United States,True,Sertraline; ,,2009-09-16,43.0,5,True,False,False
NCT00245635,Fluoxetine in Pediatric Body Dysmorphic Disorder,Completed,Interventional,2012-04-01,Montefiore Medical Center,Other,Food and Drug Administration (FDA),U.S. Fed,4,United States,True,Fluoxetine; Placebo; ,,2015-04-21,43.0,4,True,False,False
NCT00246441,Paroxetine for Comorbid Social Anxiety Disorder and Alcoholism,Completed,Interventional,2008-02-01,Medical University of South Carolina,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,4,United States,True,Paroxetine; Placebo; ,,,50.0,4,True,True,False
NCT00248651,Functional Dyspepsia Treatment Trial,Completed,Interventional,2013-07-01,Mayo Clinic,Other,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,2/3,Canada United States,True,Amitriptyline; Escitalopram; Placebo; ,,2014-06-26,292.0,2,True,False,False
NCT00249444,Mirtazapine for Treating Cocaine Dependent Individuals Who Also Suffer From Depression,Completed,Interventional,2012-12-01,New York State Psychiatric Institute,Other,National Institute on Drug Abuse (NIDA),NIH,2,United States,True,Mirtazapine; Placebo; ,,,107.0,2,True,True,False
NCT00253266,Venlafaxine Augmentation in Treatment Resistant Depression,Completed,Interventional,2014-04-01,Max-Planck-Institute of Psychiatry,Other,,,4,Germany,True,Venlafaxine; Quetiapine; ,,,126.0,4,True,True,False
NCT00253890,Insomnia and Drug Relapse Risk,Completed,Interventional,2010-05-01,Butler Hospital,Other,National Institute on Drug Abuse (NIDA),NIH,3,United States,True,Trazodone; Placebo; ,,2012-08-01,137.0,3,True,False,False
NCT00254020,The Role of Cytokine-Serotonin Interactions in Post-Stroke Depression,Completed,Interventional,2011-01-01,Sunnybrook Health Sciences Centre,Other,,,4,Canada,True,Citalopram; ,,,138.0,4,True,True,False
NCT00259883,Combination Of PAXIL Tablet And Benzodiazepines,Completed,Interventional,2006-02-01,GlaxoSmithKline,Industry,,,4,,True,paroxetine; ,,,150.0,4,True,True,False
NCT00261170,Bupropion for Hospital-Based Smoking Cessation,Completed,Interventional,2006-08-01,"University of California, San Francisco",Other,,,3,United States,True,bupropion; ,,,85.0,3,True,True,False
NCT00261729,Prazosin vs. Paroxetine in Combat Stress Symptoms in OIF/OEF Returnees,Completed,Interventional,2007-08-01,VA Office of Research and Development,U.S. Fed,,,,United States,True,Paroxetine; Prazosin; placebo; ,,,210.0,5,True,True,False
NCT00262223,Combined Treatment for Alcohol-Dependent Individuals With PTSD,Completed,Interventional,2013-07-01,New York State Psychiatric Institute,Other,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,2,United States,True,Sertraline; Pill placebo; ,,2014-08-14,69.0,2,True,False,False
NCT00273039,A Study Of A New Medicine (GW679769) For The Treatment Of Social Anxiety Disorder,Completed,Interventional,2006-09-01,GlaxoSmithKline,Industry,,,2,Argentina Canada Chile Costa Rica Mexico United States,True,paroxetine; ,,,242.0,2,True,True,False
NCT00276900,Sertraline for the Prevention of Recurrent Postpartum Depression,Completed,Interventional,2006-08-01,University of Pittsburgh,Other,National Institute of Mental Health (NIMH),NIH,3,United States,True,Sertraline; ,,,300.0,3,True,True,False
NCT00276965,"Bipolar II Depression: Lithium, SSRI, or the Combination",Completed,Interventional,2012-03-01,Lindner Center of HOPE,Other,"National Institute of Mental Health (NIMH) University of California, Los Angeles Stanford University",NIH Other Other,3,United States,True,Sertraline; Lithium carbonate; ,,,139.0,3,True,True,False
NCT00282828,Improving Treatment Outcomes in Pharmacotherapy of Generalized Social Anxiety Disorder,Completed,Interventional,2011-12-01,Massachusetts General Hospital,Other,National Institute of Mental Health (NIMH),NIH,4,Canada United States,True,Sertraline; Venlafaxine; Placebo; Clonazepam; ,,2013-04-22,397.0,4,True,False,False
NCT00285376,Effectiveness Study of Vilazodone to Treat Depression and to Discover Genetic Markers Associated With Response,Completed,Interventional,2007-05-01,Genaissance Pharmaceuticals,Industry,,,3,United States,True,vilazodone; ,,,410.0,3,True,False,True
NCT00291148,Neuropathic Pain Assessment Comparing Pregabalin and Paroxetine in Management of MS-induced Neuropathic Pain,Completed,Interventional,2012-07-01,University of Manitoba,Other,,,3,Canada,True,paroxetine; pregabalin; ,,,75.0,3,True,True,False
NCT00295347,Mineralocorticoid Receptor in the Treatment of Severe Depression,Completed,Interventional,2008-06-01,Universitätsklinikum Hamburg-Eppendorf,Other,,,,Germany,True,Spironolactone; fludrocortisone; escitalopram; ,,,65.0,5,True,True,False
NCT00296647,Smoking Cessation Intervention: Effectiveness in Primary Care,Completed,Interventional,2009-07-01,"University of Wisconsin, Madison",Other,National Institute on Drug Abuse (NIDA),NIH,4,United States,True,nicotine patch; nicotine patch; nicotine lozenge; bupropion; patch + lozenge; bupropion + lozenge; ,,2011-10-21,1346.0,4,True,False,False
NCT00296699,A Pilot Study Assessing Duloxetine's Efficacy in Atypical Depression,Completed,Interventional,2007-06-01,New York State Psychiatric Institute,Other,Eli Lilly and Company,Industry,4,United States,True,Duloxetine; ,,,20.0,4,True,True,False
NCT00296725,Dichotic Listening as a Predictor of Medication Response in Depression,Completed,Interventional,2011-06-01,New York State Psychiatric Institute,Other,,,4,United States,True,Fluoxetine; Imipramine; ,,,130.0,4,True,True,False
NCT00296777,Treatment of Depression Following Multiple Brain Tests,Completed,Interventional,2007-05-01,New York State Psychiatric Institute,Other,,,4,United States,True,Escitalopram; Bupropion; Imipramine; ,,,28.0,4,True,True,False
NCT00300313,PTSD Prevention Using Escitalopram,Completed,Interventional,2009-05-01,Sheba Medical Center,Other,,,,Israel,True,Escitalopram; Placebo; ,,,450.0,5,True,False,True
NCT00302068,Exercise to Treat Depression in Individuals With Coronary Heart Disease,Completed,Interventional,2011-07-01,Duke University,Other,Pfizer,Industry,3,United States,True,Sertraline; Placebo Pill.; ,,2012-11-01,101.0,3,True,False,False
NCT00302107,A Placebo-Controlled Study of Mirtazapine for PTSD,Completed,Interventional,2011-05-01,VA Office of Research and Development,U.S. Fed,,,4,United States,True,Mirtazapine; Placebo; ,,2014-01-03,78.0,4,True,False,False
NCT00317746,Trial of Citalopram for the Prevention of Depression,Completed,Interventional,2012-03-01,Marina Klein,Other,Ontario HIV Treatment Network Schering-Plough CIHR Canadian HIV Trials Network,Other Industry Other,3,Canada,True,Citalopram; ,,,76.0,3,True,False,True
NCT00318409,Acceptability of Pharmacologic Treatment for Methamphetamine Dependence Among MSM,Completed,Interventional,2007-11-01,San Francisco Department of Public Health,Other,"National Institute on Drug Abuse (NIDA) Public Health Foundation Enterprises, Inc.",NIH Other,2,United States,True,Bupropion; Placebo; ,,2013-04-24,30.0,2,True,False,False
NCT00318773,Short-Term Versus Long-Term Treatment for Severe Premenstrual Syndrome (PMS),Completed,Interventional,2007-12-01,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,,,4,United States,True,sertraline; ,,,174.0,4,True,False,True
NCT00322621,Maintenance of Effect of Duloxetine in Patients With Diabetic Peripheral Neuropathic Pain (DPNP),Completed,Interventional,2007-10-01,Eli Lilly and Company,Industry,Boehringer Ingelheim,Industry,4,Brazil France Germany Italy,True,Duloxetine; ,,2008-10-30,216.0,4,True,False,False
NCT00330434,Effect of Ethanol and Genetic Polymorphisms on Bupropion Metabolism,Completed,Interventional,2008-04-01,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,,,,United States,True,Bupropion; Chlorzoxazone; Ethanol; ,,,80.0,5,True,True,False
NCT00331799,Pilot Study of Duloxetine in Psychological Resilience,Completed,Interventional,2008-05-01,Duke University,Other,,,2,United States,True,Duloxetine; ,,2013-04-15,18.0,2,True,False,False
